ID,頭文字,品目名,小型家電回収対象,出し方,出し方のポイント
2115,と,塗料スプレー,,スプレー缶,"中身を使い切って 穴はあけない。キャップはプラスチック製容器包装へ。中身が出せなくなったものについては<a href=""https://www.city.yokohama.lg.jp/kurashi/sumai-kurashi/gomi-recycle/shokai/jimusho/jimusho.html"">収集事務所</a>に相談"
2116,と,ドラム(楽器),,粗大ごみ,
2117,と,ドールハウス,,燃やすごみ,50cm以上のものは粗大ごみへ。50㎝未満でプラスチックのみでできたものはプラスチック資源へ
2118,と,ドア,,粗大ごみ,
2119,と,トロ箱(魚等を購入した時の発泡スチロール箱),,プラスチック資源,事業(鮮魚店等)で排出するものは、事業系ごみとして出す
2120,と,トレイ(文房具のトレーなど),,燃やすごみ,50cm以上のものは粗大ごみへ。プラスチックのみで50cm未満のものはプラスチック資源へ
2121,と,土嚢袋,,燃やすごみ,中の土は燃えないごみへ
2122,と,トランシーバー,,燃やすごみ,電池・充電池は電池類へ。 金属製のものは小さな金属類へ
2123,と,トレーシングペーパー,,古紙(雑誌・その他の紙）,
2124,と,ドラム缶,,粗大ごみ,
2125,と,トランポリン,,粗大ごみ,分解して50cm未満であれば燃やすごみへ。金属パーツは30cm未満であれば小さな金属類へ
2126,と,トング等(金属製),,小さな金属類,30㎝以上のものは粗大ごみへ 
2127,と,ドアノブ,,小さな金属類,プラスチックのみでできたものはプラスチック資源へ。木製のものは燃やすごみへ
2128,と,ドアホン,◎,燃やすごみ,
2129,と,ドライフラワー,,燃やすごみ,
2130,と,灯籠,,粗大ごみ,50cm未満のものは燃えないごみへ 重量・サイズによっては収集できない場合があります。
2131,と,トリコット(生地),,古布,洗濯して乾かしてから
2132,と,吐瀉物,,燃やすごみ,嘔吐物が付いた布などは、ノロウイルスなど感染症のおそれがあるため、消毒液薬を入れて、袋の口を堅く縛り「嘔吐物あり」など明示して出す(布団など粗大ごみに付いた場合は、申し込み時に、受付センターに相談)。
2133,と,陶器製品,,燃えないごみ,新聞紙等に包み品名を表示する。50cm以上のものは粗大ごみへ
2134,と,時計のベルト(金属製),,小さな金属類,
2135,と,時計のベルト(金属製以外),,燃やすごみ,
2136,と,謄写版,,粗大ごみ,50cm未満のものは燃やすごみへ
2137,と,トイレポット,,プラスチック資源,金属製のものは小さな金属類へ。陶器製のものは燃えないごみへ
2138,と,ドッグタグ,,小さな金属類,金属製以外のものは燃やすごみ
2139,と,ドラムスティック・太鼓ばち,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
2140,と,銅製品,,小さな金属類,30cm以上のものは粗大ごみへ
2141,と,ドアストッパー,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ。金属製のものは小さな金属類へ
2142,と,トイレタンク,,粗大ごみ,
2143,と,とじひも,,燃やすごみ,
2144,と,土瓶,,燃えないごみ,
2145,と,徳利,,燃えないごみ,
2146,と,トノカバー,,粗大ごみ,
2147,と,トラベルケース,,燃やすごみ,50㎝以上のものは粗大ごみへ
2148,と,トロ舟,,粗大ごみ,プラスチックのみで50cm未満のものはプラスチック資源へ。固形物が残らない程度に中身をはらって
2149,と,ドミノ,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
2150,と,跳び箱,,粗大ごみ,
2151,と,泥除け(自転車用品),,燃やすごみ,金属製で30㎝以上のものは粗大ごみへ、30cm以下のものは小さな金属類へ。50㎝未満でプラスチックのみでできたものはプラスチック資源へ
2152,と,投光器,,小さな金属類,電球は外して燃えないごみへ
2153,と,ドラムユニット,,燃やすごみ,50cm以上のものは粗大ごみへ。
2155,と,トッププレート,,粗大ごみ,
2156,と,トイレタンクのふた,,燃えないごみ,プラスチックのみでできたものはプラスチック資源へ
2157,と,ドリッパー(ガラス・陶器製),,燃えないごみ,
2158,と,ドリッパー(金属製),,小さな金属類,
2159,と,ドリッパー(プラスチック製),,プラスチック資源,
2160,と,トライタン,,プラスチック資源,
2161,と,泥よけマット,,粗大ごみ,50cm未満のものは燃やすごみへ
2162,と,動物の毛,,燃やすごみ,
2163,と,ドレッシングのびん,,缶・びん・ペットボトル,
2164,と,ドアミラー,,燃やすごみ,ガラス部分のみを廃棄する場合は燃えないごみへ
2166,と,トイレットペーパーホルダー(金属製),,小さな金属類,
2167,と,トイレットペーパーホルダー(木製・プラスチック製),,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
2168,と,時計の箱(ガラス製),,燃えないごみ,50cm以上のものは粗大ごみへ。
2169,と,時計の箱(金属製),,小さな金属類,金属製で30cm未満のものは小さな金属類、30cm以上のものは粗大ごみへ。
2170,と,時計の箱(プラスチック・布・革製),,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
2171,と,ドアクローザー,,小さな金属類,
2172,と,トイレブラシ(金属製),,小さな金属類,ケースも含む。30cm以上のものは粗大ごみへ
2173,と,トイレブラシ(陶器製),,燃えないごみ,ケースも含む。
2174,と,トイレブラシ(プラスチック製),,プラスチック資源,汚れが付着しているものは燃やすごみへ
2175,と,トイレ用置き型洗浄剤の容器,,プラスチック資源,陶器製のものは燃えないごみへ
2176,と,戸棚・冷蔵庫の仕切り板,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
2177,と,戸車,,小さな金属類,
2178,と,トランプケース(プラスチック製),,プラスチック資源,紙製のものは古紙(雑誌・その他の紙)へ
2179,と,ドライブレコーダー,◎,燃やすごみ,
2181,と,鳥かごスタンド,,粗大ごみ,木製のものは燃やすごみへ
2182,と,取換式スパイクシューズのポイント・鋲,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ。金属製のものは小さな金属類へ
2183,と,時計(陶器・ガラス製),◎,燃えないごみ,50cm以上のものは粗大ごみへ。
2184,と,ドーナツの箱,,燃やすごみ,油汚れがついていないものは古紙へ
2185,と,砥ぎ棒(金属製),,小さな金属類,柄を含めずに30㎝以上のものは粗大ごみへ
2186,と,砥ぎ棒(セラミック製),,燃えないごみ,50㎝以上のものは粗大ごみへ
2188,と,ドリンクカップ(プラスチック製),,プラスチック資源,
2189,と,ドリンクカップ(紙製),,燃やすごみ, プラスチックのみでできたフタはプラスチック資源へ
2190,と,塗料のボトル(プラスチック製),,プラスチック資源,中身を使い切って
2191,と,トング等(プラスチック・木・シリコン製),,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
2192,な,ナイフ(金属製),,小さな金属類,新聞紙等に包み品名を表示する 30cm以上のものは粗大ごみへ
2193,な,長靴,,燃やすごみ,
2194,な,納豆の容器(紙製・わら製),,燃やすごみ,
2195,な,納豆の容器(プラスチック製),,プラスチック資源,容器についた汚れは軽くすすぐか拭き取って
2196,な,なべ(ホーロー、金属製),,小さな金属類,30cm以上(取っ手は除く)のものは粗大ごみへ
2197,な,なべ(陶器製 土鍋など),,燃えないごみ,新聞紙等に包み品名を表示する
2198,な,なべ・皿(アルミはく),,燃やすごみ,
2199,な,夏がけ布団,,燃やすごみ,畳んで一番長い辺が50cm以上のものは粗大ごみ
2200,な,鍋のフタ,,小さな金属類,ガラス製のふた・土鍋は燃えないごみへ
2201,な,生ごみ,,燃やすごみ,
2202,な,生ごみ処理機,,粗大ごみ,50cm未満のものは燃やすごみへ
2203,な,ナット,,小さな金属類,
2204,な,ナップサック,,燃やすごみ,
2205,な,ナイロンひも,,燃やすごみ,
2206,な,なわとび,,燃やすごみ,
2207,な,縄,,燃やすごみ,畳んで一番長い辺が50cm以上のものは粗大ごみ
2208,な,ナイフスタンド(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
2209,な,ナイフスタンド(木製・プラスチック製),,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
2210,な,捺染紙,,燃やすごみ,
2211,な,鍋敷き(木製・プラスチック製),,燃やすごみ,"金属製のものは小さな金属類へ
陶器・ガラス製のものは燃えないごみへ
プラスチックのみでできたものはプラスチック資源へ"
2212,な,ナイロンタオル,,燃やすごみ,
2213,な,ナンバリングスタンプ,,小さな金属類,ゴム製のものは燃やすごみへ
2216,な,鍋つかみ,,燃やすごみ,
2217,な,鍋の取手(木製、プラスチック製),,燃やすごみ,取っ手が取り外しできるタイプのもの。金属製のものは小さな金属類へ
2218,な,投網,,燃やすごみ,折りたたんで50cm以上の場合は粗大ごみ
2219,な,名札ケース,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
2220,な,長火鉢,,粗大ごみ,木製で50cm以下のものは燃やすごみへ
2222,な,流し台(自分で取り外したもの),,粗大ごみ,請負工事に伴い取り外したものは業者に処分を依頼する。
2224,な,薙刀,,粗大ごみ,
2225,な,生クリームパック,,古紙（紙パック）,
2226,な,流し台シート,,燃やすごみ,
2227,な,流しそうめん機,,燃やすごみ,50cm以上のものは粗大ごみへ。50cm未満でプラスチックのみのものはプラスチック資源へ
2228,な,鉈,,小さな金属類,新聞紙等に包み品名を表示する 。30cm以上のものは粗大ごみへ 
2229,な,鍋敷き(金属製),,小さな金属類,
2230,な,縄はしご(ステップが金属製),,粗大ごみ,30㎝未満は小さな金属類へ
2231,な,縄はしご(ステップが木製),,燃やすごみ,50㎝以上のものは粗大ごみへ
2232,に,乳酸飲料容器(プラスチック製ボトル),,プラスチック資源,ふた(銀紙・アルミ箔)は燃やすごみへ
